		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  242  259  212  240  223  249  246  225  8.956851 0.345949 SUCCESS   0
000000011  237  256  231  230  225  235  231  236  5.299545 0.725133 SUCCESS   1
000000101  252  241  226  260  236  248  251  251  3.507434 0.898612 SUCCESS   2
000000111  223  229  230  230  226  243  216  231 10.028729 0.263015 SUCCESS   3
000001001  244  246  249  245  243  261  247  225  2.915359 0.939556 SUCCESS   4
000001011  234  236  250  261  221  255  239  263  6.454038 0.596510 SUCCESS   5
000001101  256  259  225  259  250  237  228  271  8.544835 0.382134 SUCCESS   6
000001111  231  230  204  233  226  226  224  223 15.310798 0.053377 SUCCESS   7
000010001  268  269  259  233  220  239  252  242  9.357217 0.313063 SUCCESS   8
000010011  248  223  292  249  242  279  248  257 17.703458 0.023563 SUCCESS   9
000010101  238  247  229  267  235  239  274  222  9.699328 0.286766 SUCCESS  10
000010111  247  258  237  237  225  253  224  257  5.582343 0.693901 SUCCESS  11
000011001  238  268  257  216  255  217  215  228 14.941149 0.060300 SUCCESS  12
000011011  226  259  248  259  255  230  252  259  5.876792 0.661031 SUCCESS  13
000011101  235  228  236  253  232  230  233  224  5.776171 0.672288 SUCCESS  14
000011111  284  248  228  240  225  229  221  210 17.691807 0.023660 SUCCESS  15
000100011  260  287  232  229  247  237  242  247 10.752141 0.216143 SUCCESS  16
000100101  221  283  238  270  260  233  255  251 13.957182 0.082888 SUCCESS  17
000100111  245  228  279  237  258  275  232  250 12.096224 0.146962 SUCCESS  18
000101001  262  239  245  260  230  228  245  259  5.423468 0.711504 SUCCESS  19
000101011  223  244  254  246  233  248  243  235  3.264884 0.916652 SUCCESS  20
000101101  265  229  239  254  240  246  275  281 13.226356 0.104295 SUCCESS  21
000101111  247  242  244  246  242  265  264  262  4.961671 0.761665 SUCCESS  22
000110011  252  258  269  236  263  229  218  229 10.318941 0.243350 SUCCESS  23
000110101  241  248  228  252  252  263  211  228  8.991804 0.342988 SUCCESS  24
000110111  245  230  224  267  271  231  253  243  8.910248 0.349924 SUCCESS  25
000111001  250  240  231  273  231  247  245  246  5.263534 0.729074 SUCCESS  26
000111011  234  254  253  227  255  245  243  234  3.367624 0.909217 SUCCESS  27
000111101  253  247  241  215  235  227  236  231  6.608677 0.579380 SUCCESS  28
000111111  275  264  245  233  235  236  234  240  7.378692 0.496379 SUCCESS  29
001000011  241  235  248  249  238  237  253  236  1.545855 0.991920 SUCCESS  30
001000101  276  244  257  244  256  251  256  236  6.681759 0.571325 SUCCESS  31
001000111  240  258  219  221  244  229  233  246  7.336325 0.500818 SUCCESS  32
001001011  254  255  234  280  267  241  248  255  9.624127 0.292404 SUCCESS  33
001001101  233  239  251  218  230  255  273  239  8.717480 0.366687 SUCCESS  34
001001111  247  251  232  241  258  274  240  274  9.349803 0.313652 SUCCESS  35
001010011  241  251  261  245  235  247  261  270  5.882088 0.660438 SUCCESS  36
001010101  261  241  240  275  262  211  252  240 11.695859 0.165298 SUCCESS  37
001010111  264  241  258  255  246  230  247  235  4.279567 0.831060 SUCCESS  38
001011011  259  231  268  256  238  232  278  268 12.738080 0.121185 SUCCESS  39
001011101  231  234  227  249  231  251  228  243  4.544359 0.804979 SUCCESS  40
001011111  241  223  258  252  236  244  243  262  4.649217 0.794325 SUCCESS  41
001100101  269  242  247  228  247  241  230  277  9.277779 0.319408 SUCCESS  42
001100111  243  232  258  228  263  233  236  229  5.828070 0.666484 SUCCESS  43
001101011  246  266  223  248  246  246  248  235  4.442679 0.815140 SUCCESS  44
001101101  256  259  249  257  270  238  254  237  5.961525 0.651542 SUCCESS  45
001101111  221  243  244  266  267  271  235  236 10.207728 0.250748 SUCCESS  46
001110101  254  212  236  234  228  229  257  252  8.535303 0.382999 SUCCESS  47
001110111  236  226  248  236  264  236  205  237 10.668466 0.221201 SUCCESS  48
001111011  227  233  255  229  212  230  254  259  9.805245 0.278962 SUCCESS  49
001111101  279  242  220  240  239  230  241  232  9.330738 0.315168 SUCCESS  50
001111111  245  245  248  212  249  262  219  267 10.788152 0.213994 SUCCESS  51
010000011  237  244  215  244  230  222  238  231  7.617004 0.471747 SUCCESS  52
010000111  249  242  233  260  226  224  248  244  4.883293 0.769974 SUCCESS  53
010001011  248  237  242  251  251  260  266  231  4.523176 0.807110 SUCCESS  54
010001111  246  231  246  231  233  232  231  268  5.781467 0.671696 SUCCESS  55
010010011  282  242  250  243  235  274  249  239 10.594325 0.225761 SUCCESS  56
010010111  240  249  237  279  236  241  268  235  8.629569 0.374502 SUCCESS  57
010011011  246  235  233  221  232  224  272  231  9.518210 0.300481 SUCCESS  58
010011111  228  245  224  210  266  267  254  253 12.745494 0.120912 SUCCESS  59
010100011  227  217  249  266  246  248  249  248  6.730481 0.565971 SUCCESS  60
010100111  256  256  268  219  258  215  236  251 11.173689 0.192051 SUCCESS  61
010101011  227  241  250  265  253  236  258  233  5.229640 0.732774 SUCCESS  62
010101111  239  224  252  250  248  265  257  245  4.851518 0.773322 SUCCESS  63
010110011  256  240  224  240  230  242  239  233  3.957580 0.860930 SUCCESS  64
010110111  250  254  247  252  268  215  263  260  9.443009 0.306312 SUCCESS  65
010111011  233  238  264  246  230  266  249  233  5.869378 0.661861 SUCCESS  66
010111111  224  219  245  229  225  256  221  243  9.780884 0.280743 SUCCESS  67
011000111  262  229  256  236  242  241  264  228  6.035667 0.643237 SUCCESS  68
011001111  254  231  263  217  244  236  246  233  6.588553 0.581603 SUCCESS  69
011010111  235  253  245  252  225  253  252  240  3.170618 0.923198 SUCCESS  70
011011111  230  233  267  273  244  245  251  220  9.788298 0.280200 SUCCESS  71
011101111  218  241  254  237  243  258  225  240  6.003892 0.646796 SUCCESS  72
011111111  239  242  252  219  232  265  226  243  6.933841 0.543787 SUCCESS  73
100000000  242  259  212  240  223  249  246  225  8.956851 0.345949 SUCCESS  74
100010000  242  238  267  259  218  225  244  242  7.792826 0.453965 SUCCESS  75
100100000  204  254  223  255  248  274  231  254 14.613866 0.067103 SUCCESS  76
100101000  212  272  225  249  230  248  257  260 11.993485 0.151495 SUCCESS  77
100110000  253  260  249  249  234  237  244  239  2.363533 0.967791 SUCCESS  78
100111000  281  265  287  217  245  230  246  236 19.655504 0.011721 SUCCESS  79
101000000  246  226  249  240  230  217  241  226  6.975149 0.539316 SUCCESS  80
101000100  253  269  212  254  271  243  252  263 12.578146 0.127212 SUCCESS  81
101001000  263  260  246  235  255  268  259  255  7.299254 0.504716 SUCCESS  82
101001100  245  236  248  252  245  282  245  245  6.696588 0.569694 SUCCESS  83
101010000  229  243  209  245  222  225  263  256 11.935231 0.154117 SUCCESS  84
101010100  271  256  226  237  231  228  235  247  7.483549 0.485469 SUCCESS  85
101011000  247  238  259  262  229  211  266  249 10.231030 0.249184 SUCCESS  86
101011100  260  250  241  239  256  255  268  268  7.295017 0.505163 SUCCESS  87
101100000  257  258  246  282  227  240  242  221 11.209701 0.190098 SUCCESS  88
101100100  236  248  238  223  258  247  245  230  4.092094 0.848720 SUCCESS  89
101101000  232  269  235  253  231  254  273  238  8.765142 0.362494 SUCCESS  90
101101100  267  253  262  262  238  245  236  223  7.590525 0.474455 SUCCESS  91
101110000  247  206  234  231  229  251  230  235  9.724748 0.284879 SUCCESS  92
101110100  244  257  225  250  242  231  218  238  6.197720 0.625095 SUCCESS  93
101111000  248  261  209  241  267  244  252  248  9.081833 0.335440 SUCCESS  94
101111100  232  222  254  240  243  248  261  240  4.529531 0.806471 SUCCESS  95
110000000  256  242  215  261  239  242  240  230  6.464630 0.595334 SUCCESS  96
110000010  240  239  243  259  275  244  272  254  8.870000 0.353381 SUCCESS  97
110000100  242  268  264  213  215  261  255  233 14.037679 0.080789 SUCCESS  98
110001000  239  227  272  250  229  229  241  227  8.014192 0.432085 SUCCESS  99
110001010  227  232  225  240  248  224  243  250  5.418172 0.712088 SUCCESS 100
110010000  204  235  244  251  253  250  228  261 10.162184 0.253827 SUCCESS 101
110010010  269  245  244  257  239  249  262  217  8.009956 0.432498 SUCCESS 102
110010100  212  248  253  248  242  255  263  273 10.395201 0.238376 SUCCESS 103
110011000  230  260  256  242  263  235  258  242  5.226463 0.733120 SUCCESS 104
110011010  267  252  261  252  244  212  226  229 10.682236 0.220362 SUCCESS 105
110100000  257  245  269  248  221  209  222  220 15.423070 0.051423 SUCCESS 106
110100010  236  248  214  283  257  265  256  251 13.937058 0.083421 SUCCESS 107
110100100  283  260  230  247  253  239  239  246  8.921899 0.348927 SUCCESS 108
110101000  225  230  251  251  246  237  241  233  3.591108 0.892005 SUCCESS 109
110101010  237  256  236  227  222  253  241  240  4.855754 0.772876 SUCCESS 110
110101100  266  262  227  244  248  227  257  273 10.164303 0.253683 SUCCESS 111
110110000  257  255  248  264  242  236  226  223  6.521825 0.588988 SUCCESS 112
110110010  262  232  247  263  238  255  264  229  6.823688 0.555770 SUCCESS 113
110110100  230  267  245  231  256  252  276  236  9.239649 0.322485 SUCCESS 114
110111000  254  199  234  222  247  226  263  219 17.159046 0.028495 SUCCESS 115
110111010  240  250  248  230  241  232  237  263  3.515907 0.897952 SUCCESS 116
110111100  232  252  228  242  264  237  235  259  5.185155 0.737616 SUCCESS 117
111000000  256  227  208  244  249  237  250  257  8.533184 0.383191 SUCCESS 118
111000010  245  249  245  213  213  257  243  227 10.265983 0.246852 SUCCESS 119
111000100  251  236  262  251  253  239  245  227  3.724563 0.881080 SUCCESS 120
111000110  239  248  276  237  269  260  243  234  8.823396 0.357413 SUCCESS 121
111001000  227  249  258  261  243  250  225  269  7.687969 0.464528 SUCCESS 122
111001010  230  225  254  246  258  260  254  243  5.124783 0.744160 SUCCESS 123
111001100  245  237  250  229  260  234  253  261  4.375951 0.821712 SUCCESS 124
111010000  243  239  251  252  246  233  224  238  2.993737 0.934750 SUCCESS 125
111010010  271  238  241  267  227  231  253  227  9.025697 0.340133 SUCCESS 126
111010100  242  234  254  225  234  236  256  224  5.443592 0.709281 SUCCESS 127
111010110  267  244  244  229  257  216  260  263  9.816896 0.278113 SUCCESS 128
111011000  250  242  238  264  221  241  252  234  5.001919 0.757371 SUCCESS 129
111011010  213  272  251  253  233  237  237  258  9.700387 0.286688 SUCCESS 130
111011100  262  238  244  235  235  226  265  216  8.807509 0.358794 SUCCESS 131
111100000  254  220  206  255  285  231  261  264 20.226396 0.009513 FAILURE 132
111100010  229  230  254  245  252  240  257  250  3.414227 0.905744 SUCCESS 133
111100100  224  236  243  266  249  268  237  249  6.859699 0.551843 SUCCESS 134
111100110  260  253  268  222  254  236  229  257  8.254623 0.409001 SUCCESS 135
111101000  226  211  259  258  251  258  231  247  9.574346 0.296180 SUCCESS 136
111101010  244  237  255  219  233  268  240  233  6.926427 0.544591 SUCCESS 137
111101100  240  233  239  255  224  254  246  230  4.198011 0.838831 SUCCESS 138
111101110  238  254  249  236  220  238  258  245  4.396075 0.819738 SUCCESS 139
111110000  255  238  207  243  228  244  235  239  8.070328 0.426631 SUCCESS 140
111110010  220  212  234  235  243  268  247  242 10.099693 0.258098 SUCCESS 141
111110100  227  228  235  240  227  238  230  248  5.079239 0.749074 SUCCESS 142
111110110  251  264  242  260  241  228  247  227  5.381101 0.716174 SUCCESS 143
111111000  239  246  234  245  235  251  215  242  4.729713 0.786035 SUCCESS 144
111111010  231  235  254  228  234  251  228  229  5.302723 0.724785 SUCCESS 145
111111100  242  248  238  234  232  276  208  247 11.167334 0.192397 SUCCESS 146
111111110  239  242  252  219  232  265  226  243  6.933841 0.543787 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  244  248  216  227  218  260  256  218 12.105757 0.146547 SUCCESS   0
000000011  266  236  230  242  243  239  239  215  6.993155 0.537371 SUCCESS   1
000000101  215  251  213  225  249  233  256  236 10.950205 0.204537 SUCCESS   2
000000111  246  234  240  230  261  243  235  215  6.525002 0.588636 SUCCESS   3
000001001  210  249  236  245  240  246  238  226  6.955025 0.541493 SUCCESS   4
000001011  231  272  223  237  233  238  250  236  7.236763 0.511317 SUCCESS   5
000001101  241  250  244  249  236  251  232  237  1.606228 0.990800 SUCCESS   6
000001111  239  239  230  238  237  237  244  232  2.279858 0.971208 SUCCESS   7
000010001  257  266  253  233  216  210  235  252 12.488116 0.130718 SUCCESS   8
000010011  237  264  244  251  255  260  233  234  4.616382 0.797680 SUCCESS   9
000010101  208  248  220  250  247  271  289  239 19.942539 0.010556 SUCCESS  10
000010111  241  265  248  238  253  227  236  230  4.811269 0.777544 SUCCESS  11
000011001  238  235  250  255  260  219  257  218  8.495054 0.386663 SUCCESS  12
000011011  250  246  260  244  249  252  223  240  3.555096 0.894872 SUCCESS  13
000011101  225  235  239  253  254  266  235  233  5.664958 0.684703 SUCCESS  14
000011111  235  253  213  236  241  230  234  243  6.396843 0.602871 SUCCESS  15
000100011  232  263  240  244  234  200  233  259 12.349366 0.136283 SUCCESS  16
000100101  238  244  231  261  240  260  242  242  3.273358 0.916050 SUCCESS  17
000100111  234  241  237  258  227  239  227  241  4.143994 0.843904 SUCCESS  18
000101001  258  227  244  213  243  225  221  229 10.952323 0.204415 SUCCESS  19
000101011  227  267  251  242  251  230  269  257  8.048086 0.428787 SUCCESS  20
000101101  225  238  247  229  235  236  238  236  3.783877 0.876077 SUCCESS  21
000101111  242  237  225  257  242  226  255  274  8.179422 0.416143 SUCCESS  22
000110011  262  249  252  250  261  248  248  226  4.588844 0.800480 SUCCESS  23
000110101  246  234  270  252  241  258  252  243  4.673577 0.791827 SUCCESS  24
000110111  236  238  223  252  237  249  262  240  4.333585 0.825842 SUCCESS  25
000111001  263  250  223  234  274  206  234  252 14.617044 0.067034 SUCCESS  26
000111011  245  234  246  236  244  249  238  216  4.343117 0.824916 SUCCESS  27
000111101  266  241  244  218  249  228  252  246  6.440269 0.598040 SUCCESS  28
000111111  240  235  205  254  222  242  239  264 11.201228 0.190556 SUCCESS  29
001000011  256  239  252  261  253  244  241  227  3.795527 0.875084 SUCCESS  30
001000101  232  219  277  243  243  247  243  265  9.773470 0.281287 SUCCESS  31
001000111  229  233  231  238  247  211  243  244  7.071533 0.528935 SUCCESS  32
001001011  230  254  250  262  248  257  252  241  3.828362 0.872268 SUCCESS  33
001001101  246  250  250  226  264  245  255  231  4.606850 0.798650 SUCCESS  34
001001111  242  253  241  253  237  244  243  235  1.301187 0.995538 SUCCESS  35
001010011  244  230  231  245  256  227  217  250  6.681759 0.571325 SUCCESS  36
