		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000010101  224  228  227  227  236  233  265  220 10.418503 0.236872 SUCCESS  10
000010111  257  240  242  264  229  224  257  231  6.584316 0.582071 SUCCESS  11
000011001  262  262  249  219  255  238  218  250  9.180336 0.327312 SUCCESS  12
000011011  268  218  244  264  272  232  221  229 14.129826 0.078444 SUCCESS  13
000011101  241  219  247  232  230  255  255  263  6.730481 0.565971 SUCCESS  14
000011111  246  244  248  234  256  228  235  221  4.830334 0.775547 SUCCESS  15
000100011  228  242  258  287  238  234  251  231 11.247831 0.188048 SUCCESS  16
000100101  232  232  213  269  230  250  265  260 11.876977 0.156778 SUCCESS  17
000100111  239  238  244  229  230  262  243  238  3.602759 0.891070 SUCCESS  18
000101001  246  255  275  235  243  233  240  231  6.239027 0.620477 SUCCESS  19
000101011  242  211  235  240  250  237  274  231  9.965179 0.267478 SUCCESS  20
000101101  231  252  267  232  264  255  237  268  8.636983 0.373838 SUCCESS  21
000101111  247  259  217  268  248  225  239  255  8.730190 0.365566 SUCCESS  22
000110011  250  247  219  229  257  222  223  258  9.307436 0.317029 SUCCESS  23
000110101  240  254  234  280  245  256  266  215 12.594033 0.126602 SUCCESS  24
000110111  242  244  249  255  250  248  225  231  3.110246 0.927250 SUCCESS  25
000111001  258  238  253  231  245  254  228  273  7.088480 0.527117 SUCCESS  26
000111011  217  235  258  263  259  230  245  261  8.787385 0.360548 SUCCESS  27
000111101  239  238  262  254  246  255  261  236  4.039136 0.853575 SUCCESS  28
000111111  263  256  247  251  225  230  241  229  5.747573 0.675483 SUCCESS  29
001000011  277  257  225  247  239  249  222  252  9.414412 0.308551 SUCCESS  30
001000101  255  273  245  226  249  261  255  257  7.938991 0.439452 SUCCESS  31
001000111  241  245  260  276  234  257  253  234  7.321497 0.502376 SUCCESS  32
001001011  247  252  224  255  257  255  264  265  7.237822 0.511204 SUCCESS  33
001001101  244  252  223  230  238  250  246  224  5.034754 0.753855 SUCCESS  34
001001111  241  240  265  245  222  259  231  234  6.138406 0.631732 SUCCESS  35
001010011  230  270  269  240  259  221  232  230 11.046589 0.199073 SUCCESS  36
001010101  237  245  209  250  230  235  290  233 16.230156 0.039202 SUCCESS  37
001010111  262  221  233  241  251  241  270  249  7.363863 0.497931 SUCCESS  38
001011011  230  255  252  233  259  238  235  257  4.284863 0.830551 SUCCESS  39
001011101  231  259  237  271  238  254  255  244  6.015543 0.645491 SUCCESS  40
001011111  263  251  229  261  244  228  237  264  6.875587 0.550114 SUCCESS  41
001100101  240  241  259  251  264  251  233  224  5.365214 0.717923 SUCCESS  42
001100111  243  258  232  225  234  234  231  267  6.808859 0.557389 SUCCESS  43
001101011  247  266  226  264  237  264  270  210 14.786510 0.063432 SUCCESS  44
001101101  242  221  246  242  232  243  213  246  7.066237 0.529503 SUCCESS  45
001101111  259  239  233  229  247  254  236  234  3.704439 0.882757 SUCCESS  46
001110101  221  244  246  226  232  262  248  248  5.776171 0.672288 SUCCESS  47
001110111  224  245  245  240  243  243  242  250  1.970581 0.981900 SUCCESS  48
001111011  241  267  269  236  245  241  243  237  5.424527 0.711387 SUCCESS  49
001111101  257  262  240  256  280  244  254  244  8.591439 0.377924 SUCCESS  50
001111111  258  247  249  256  229  252  220  243  5.251883 0.730347 SUCCESS  51
010000011  226  245  251  252  245  280  256  240  7.983476 0.435086 SUCCESS  52
010000111  256  227  213  229  243  225  242  252  8.750314 0.363795 SUCCESS  53
010001011  253  257  231  227  272  253  219  252  9.571169 0.296423 SUCCESS  54
010001111  248  228  254  252  239  237  240  229  3.208748 0.920582 SUCCESS  55
010010011  218  245  244  221  258  236  256  242  6.872409 0.550459 SUCCESS  56
010010111  241  265  227  262  248  268  260  271 11.090015 0.196651 SUCCESS  57
010011011  251  253  252  231  231  242  248  240  2.411195 0.965743 SUCCESS  58
010011111  247  256  267  261  254  276  210  241 13.748526 0.088560 SUCCESS  59
010100011  245  231  221  262  237  245  252  249  4.934133 0.764592 SUCCESS  60
010100111  255  246  270  241  244  242  222  226  6.878764 0.549768 SUCCESS  61
010101011  267  253  225  256  232  227  286  247 14.027087 0.081062 SUCCESS  62
010101111  245  249  235  234  258  204  285  259 16.543670 0.035228 SUCCESS  63
010110011  224  242  236  229  256  277  225  246  9.724748 0.284879 SUCCESS  64
010110111  207  256  256  257  260  229  255  263 11.783770 0.161115 SUCCESS  65
010111011  228  275  233  268  222  260  263  254 13.143741 0.106999 SUCCESS  66
010111111  252  263  235  247  239  213  285  248 13.517627 0.095237 SUCCESS  67
011000111  220  274  262  252  243  214  242  239 11.844143 0.158295 SUCCESS  68
011001111  235  243  226  235  259  243  248  271  6.169122 0.628294 SUCCESS  69
011010111  234  265  246  261  246  256  255  231  5.345090 0.720136 SUCCESS  70
011011111  250  240  224  249  230  233  239  239  3.627120 0.889103 SUCCESS  71
011101111  226  235  246  254  239  244  232  276  7.211343 0.514012 SUCCESS  72
011111111  264  231  236  262  227  246  222  243  7.373396 0.496933 SUCCESS  73
100000000  228  235  271  219  238  264  228  261 11.329387 0.183725 SUCCESS  74
100010000  241  233  228  228  248  251  215  238  6.785558 0.559936 SUCCESS  75
100100000  267  260  237  258  232  245  238  271  8.160357 0.417965 SUCCESS  76
100101000  227  244  236  240  257  244  233  234  3.255352 0.917326 SUCCESS  77
100110000  270  224  238  243  244  227  232  257  7.284426 0.506279 SUCCESS  78
100111000  237  260  265  228  252  251  240  256  5.363096 0.718156 SUCCESS  79
101000000  230  240  262  229  254  267  231  252  6.862877 0.551497 SUCCESS  80
101000100  234  246  229  237  269  247  238  241  4.490341 0.810399 SUCCESS  81
101001000  238  232  238  249  249  255  238  244  1.802174 0.986488 SUCCESS  82
101001100  253  234  243  246  261  239  239  255  2.718354 0.950771 SUCCESS  83
101010000  237  233  278  233  227  238  258  238  8.501409 0.386083 SUCCESS  84
101010100  249  233  220  235  243  265  251  235  5.848194 0.664232 SUCCESS  85
101011000  247  245  252  244  253  245  242  243  0.662509 0.999615 SUCCESS  86
101011100  242  230  242  257  251  257  241  242  2.548887 0.959412 SUCCESS  87
101100000  256  250  256  274  274  250  224  234 11.200169 0.190613 SUCCESS  88
101100100  263  247  257  243  203  243  261  260 11.696918 0.165248 SUCCESS  89
101101000  213  235  264  262  253  255  253  257  9.355099 0.313231 SUCCESS  90
101101100  245  273  256  242  226  255  255  218  9.437714 0.306726 SUCCESS  91
101110000  236  236  241  267  258  256  263  231  6.469926 0.594745 SUCCESS  92
101110100  260  241  200  241  261  244  220  237 13.286729 0.102358 SUCCESS  93
101111000  224  262  244  249  216  232  249  252  7.507910 0.482950 SUCCESS  94
101111100  274  229  228  229  235  239  264  248  9.022520 0.340400 SUCCESS  95
110000000  237  236  261  254  247  243  244  244  2.154877 0.975892 SUCCESS  96
110000010  232  248  243  230  236  240  238  253  2.381539 0.967026 SUCCESS  97
110000100  239  242  240  241  245  222  250  244  2.467331 0.963237 SUCCESS  98
110001000  267  238  245  237  231  264  237  253  5.546332 0.697902 SUCCESS  99
110001010  217  237  255  226  268  250  275  248 11.888628 0.156243 SUCCESS 100
110010000  251  288  227  255  247  255  230  257 12.183076 0.143220 SUCCESS 101
110010010  253  255  264  235  247  225  233  259  5.907508 0.657592 SUCCESS 102
110010100  230  245  240  227  259  251  219  243  5.980590 0.649406 SUCCESS 103
110011000  228  245  249  228  243  244  238  267  4.688406 0.790301 SUCCESS 104
110011010  253  280  239  262  242  241  242  231  8.060796 0.427554 SUCCESS 105
110100000  227  227  263  254  253  267  254  243  7.376573 0.496601 SUCCESS 106
110100010  252  238  228  251  257  230  242  237  3.505315 0.898777 SUCCESS 107
110100100  227  251  256  255  236  260  252  251  4.351590 0.824091 SUCCESS 108
110101000  245  225  244  241  230  243  236  250  2.870874 0.942198 SUCCESS 109
110101010  279  241  236  241  245  257  247  249  6.356595 0.607354 SUCCESS 110
110101100  247  236  246  252  281  262  250  248  7.916749 0.441644 SUCCESS 111
110110000  250  238  255  290  270  240  218  216 18.873838 0.015549 SUCCESS 112
110110010  242  259  247  233  229  251  279  250  7.984536 0.434982 SUCCESS 113
110110100  230  239  265  265  251  223  260  243  7.812950 0.451952 SUCCESS 114
110111000  241  254  248  235  237  240  276  225  7.012220 0.535315 SUCCESS 115
110111010  259  253  216  229  262  213  241  245 11.094252 0.196416 SUCCESS 116
110111100  250  255  246  250  227  262  229  241  4.415140 0.817862 SUCCESS 117
111000000  227  209  272  256  231  245  233  230 12.461637 0.131765 SUCCESS 118
111000010  253  231  235  257  242  231  267  244  5.084534 0.748504 SUCCESS 119
111000100  257  256  228  246  226  244  242  251  4.027485 0.854635 SUCCESS 120
111000110  268  241  244  237  239  227  262  240  5.451006 0.708462 SUCCESS 121
111001000  248  267  229  268  239  247  240  236  6.162767 0.629005 SUCCESS 122
111001010  238  232  232  257  251  263  218  243  6.713534 0.567832 SUCCESS 123
111001100  239  258  255  261  246  261  250  252  4.264739 0.832483 SUCCESS 124
111010000  235  235  235  234  267  262  236  246  5.357800 0.718738 SUCCESS 125
111010010  234  254  254  247  235  263  243  260  4.230845 0.835718 SUCCESS 126
111010100  254  238  239  235  241  248  213  238  5.404403 0.713607 SUCCESS 127
111010110  225  261  250  255  266  234  265  256  8.308641 0.403917 SUCCESS 128
111011000  236  239  219  273  275  266  222  225 16.287351 0.038447 SUCCESS 129
111011010  223  260  274  260  250  246  252  248  8.294872 0.405209 SUCCESS 130
111011100  228  254  226  209  236  219  254  240 11.572996 0.171297 SUCCESS 131
111100000  226  214  279  226  228  237  232  218 16.612515 0.034407 SUCCESS 132
111100010  231  257  232  262  233  269  228  250  7.802359 0.453011 SUCCESS 133
111100100  272  247  229  249  233  236  218  220 10.558313 0.228003 SUCCESS 134
111100110  276  266  260  267  256  257  254  242 11.348452 0.182726 SUCCESS 135
111101000  228  255  237  245  270  245  250  234  5.241291 0.731503 SUCCESS 136
111101010  242  236  223  243  245  242  223  246  4.122810 0.845877 SUCCESS 137
111101100  244  253  217  266  250  239  234  243  6.175477 0.627583 SUCCESS 138
111101110  230  247  219  221  234  222  253  256  9.259773 0.320858 SUCCESS 139
111110000  230  199  275  245  234  239  245  250 14.209264 0.076471 SUCCESS 140
111110010  241  257  212  248  226  231  227  239  8.654989 0.372231 SUCCESS 141
111110100  242  229  240  248  238  239  258  247  2.244906 0.972568 SUCCESS 142
111110110  248  246  230  253  265  221  236  231  6.378837 0.604876 SUCCESS 143
111111000  238  237  257  249  246  240  252  262  2.880406 0.941637 SUCCESS 144
111111010  238  262  256  238  242  223  239  242  4.309224 0.828202 SUCCESS 145
111111100  264  255  233  255  239  253  235  252  4.260502 0.832888 SUCCESS 146
111111110  264  231  236  262  227  246  222  243  7.373396 0.496933 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  232  261  246  250  230  240  235  246  3.275476 0.915900 SUCCESS   0
000000011  246  258  253  242  241  236  252  266  3.794468 0.875175 SUCCESS   1
000000101  241  250  251  262  242  250  248  248  2.034132 0.979948 SUCCESS   2
000000111  225  248  261  255  243  236  255  268  6.521825 0.588988 SUCCESS   3
000001001  235  238  255  257  251  233  262  259  4.730772 0.785926 SUCCESS   4
000001011  240  231  257  238  247  220  236  242  4.462803 0.813143 SUCCESS   5
000001101  259  267  234  246  241  232  268  265  8.528948 0.383576 SUCCESS   6
000001111  225  266  249  272  237  224  267  264 12.791038 0.119244 SUCCESS   7
000010001  253  201  240  260  264  271  207  211 24.574279 0.001835 FAILURE   8
000010011  232  240  254  224  244  263  237  263  6.057910 0.640745 SUCCESS   9
000010101  253  250  246  231  240  275  273  261 10.074273 0.259852 SUCCESS  10
000010111  249  239  254  227  242  230  224  241  4.489282 0.810504 SUCCESS  11
000011001  253  245  253  268  255  263  240  248  5.231759 0.732543 SUCCESS  12
000011011  264  247  252  242  253  239  242  230  3.299837 0.914157 SUCCESS  13
000011101  233  270  261  231  243  262  243  239  6.772848 0.561327 SUCCESS  14
000011111  238  256  250  254  227  247  240  247  2.700348 0.951734 SUCCESS  15
000100011  257  220  239  258  266  260  222  218 12.155538 0.144398 SUCCESS  16
000100101  234  234  236  230  249  258  255  223  5.301664 0.724901 SUCCESS  17
000100111  230  226  236  218  256  228  261  259  9.251300 0.321542 SUCCESS  18
000101001  209  266  238  248  247  270  216  239 13.811017 0.086826 SUCCESS  19
000101011  244  245  253  228  250  263  259  234  4.465981 0.812827 SUCCESS  20
000101101  268  235  224  270  255  253  269  263 12.285815 0.138900 SUCCESS  21
000101111  231  258  255  236  240  242  253  247  2.786141 0.947053 SUCCESS  22
000110011  247  245  238  248  252  247  239  247  0.704876 0.999514 SUCCESS  23
000110101  252  232  226  248  249  218  253  252  5.929750 0.655101 SUCCESS  24
000110111  264  238  230  236  238  240  247  234  3.657836 0.886601 SUCCESS  25
000111001  261  257  241  242  231  236  230  255  4.325111 0.826664 SUCCESS  26
000111011  247  255  235  233  255  257  247  261  3.858018 0.869701 SUCCESS  27
000111101  255  219  245  280  241  229  236  245  9.924931 0.270334 SUCCESS  28
000111111  249  227  269  243  255  256  221  227  8.576610 0.379260 SUCCESS  29
001000011  242  227  248  258  250  225  245  258  4.655572 0.793674 SUCCESS  30
001000101  255  215  239  213  240  251  216  209 17.161164 0.028474 SUCCESS  31
001000111  226  234  248  248  252  262  241  204 10.432272 0.235987 SUCCESS  32
001001011  225  240  263  250  242  262  238  251  5.009334 0.756578 SUCCESS  33
001001101  241  251  249  231  245  232  243  267  3.920509 0.864223 SUCCESS  34
001001111  240  241  226  234  246  208  251  242  7.702797 0.463027 SUCCESS  35
001010011  227  239  249  247  228  272  247  253  6.251737 0.619056 SUCCESS  36
001010101  241  278  220  222  231  215  260  240 14.906196 0.060995 SUCCESS  37
001010111  219  248  257  234  244  259  264  220  8.951556 0.346399 SUCCESS  38
001011011  265  231  222  274  241  231  266  261 12.436217 0.132776 SUCCESS  39
001011101  240  268  258  241  242  207  222  226 12.668175 0.123788 SUCCESS  40
001011111  233  247  262  245  260  239  245  260  4.166236 0.841822 SUCCESS  41
001100101  267  229  254  228  245  247  248  237  5.017807 0.755671 SUCCESS  42
001100111  229  256  223  230  240  254  255  217  8.406084 0.394840 SUCCESS  43
001101011  255  247  261  230  249  213  248  269  9.477962 0.303592 SUCCESS  44
001101101  242  267  254  247  246  265  230  272  8.682527 0.369781 SUCCESS  45
001101111  267  243  261  255  250  241  253  266  6.478399 0.593805 SUCCESS  46
001110101  262  235  235  227  227  243  269  260  8.238736 0.410504 SUCCESS  47
001110111  242  247  268  219  245  226  271  263 11.108021 0.195653 SUCCESS  48
001111011  250  227  263  242  236  214  259  252  8.241913 0.410203 SUCCESS  49
001111101  223  246  224  233  247  261  248  245  5.454184 0.708111 SUCCESS  50
001111111  233  256  249  253  250  277  229  217 10.367663 0.240163 SUCCESS  51
010000011  238  256  241  243  243  247  225  271  5.453125 0.708228 SUCCESS  52
010000111  228  251  257  255  246  250  235  262  4.372774 0.822023 SUCCESS  53
010001011  245  242  219  241  256  249  225  225  6.535594 0.587462 SUCCESS  54
010001111  249  195  245  250  253  250  223  231 13.574823 0.093543 SUCCESS  55
010010011  224  240  244  234  242  223  259  240  5.141729 0.742326 SUCCESS  56
010010111  215  278  228  250  257  264  248  247 12.177780 0.143446 SUCCESS  57
010011011  234  266  264  248  268  242  281  257 13.096079 0.108586 SUCCESS  58
010011111  216  257  223  235  243  220  259  243  9.710979 0.285900 SUCCESS  59
010100011  256  213  246  259  276  260  235  253 11.712806 0.164485 SUCCESS  60
010100111  245  244  222  239  224  237  255  249  4.721240 0.786912 SUCCESS  61
010101011  252  252  235  237  241  207  237  229  8.158239 0.418168 SUCCESS  62
010101111  263  248  265  219  215  232  237  223 12.416093 0.133582 SUCCESS  63
010110011  249  237  217  251  247  265  262  215 10.461929 0.234089 SUCCESS  64
010110111  259  232  243  251  265  250  245  270  6.598085 0.580550 SUCCESS  65
010111011  225  260  244  231  244  225  254  254  5.723213 0.678204 SUCCESS  66
010111111  227  251  256  256  234  249  234  243  3.612291 0.890302 SUCCESS  67
011000111  237  239  223  239  269  251  207  258 11.804953 0.160121 SUCCESS  68
011001111  232  263  233  245  226  256  262  218  8.894361 0.351286 SUCCESS  69
011010111  229  244  241  233  245  227  241  254  3.235228 0.918740 SUCCESS  70
011011111  255  243  268  246  266  257  289  239 14.308826 0.074063 SUCCESS  71
011101111  245  257  261  225  239  237  273  249  7.421058 0.491958 SUCCESS  72
011111111  242  251  250  258  247  270  223  231  6.673286 0.572257 SUCCESS  73
100000000  232  261  246  250  230  240  235  246  3.275476 0.915900 SUCCESS  74
100010000  219  242  248  257  240  250  265  243  5.529385 0.699782 SUCCESS  75
100100000  235  231  235  254  248  258  221  286 12.422448 0.133327 SUCCESS  76
100101000  243  213  244  235  252  275  252  240  9.098780 0.334032 SUCCESS  77
100110000  262  249  247  245  259  258  262  216  7.950642 0.438306 SUCCESS  78
100111000  235  233  238  257  237  253  247  228  3.423760 0.905025 SUCCESS  79
101000000  264  234  240  265  225  245  268  256  8.591439 0.377924 SUCCESS  80
101000100  229  240  229  230  234  244  233  222  5.888443 0.659726 SUCCESS  81
101001000  244  249  219  237  227  248  219  248  7.034462 0.532919 SUCCESS  82
101001100  245  262  242  243  243  248  256  230  2.893117 0.940885 SUCCESS  83
101010000  248  238  261  231  231  255  253  248  3.787054 0.875807 SUCCESS  84
101010100  252  276  222  233  246  227  271  251 11.683149 0.165911 SUCCESS  85
101011000  246  250  244  247  248  229  237  239  1.555388 0.991749 SUCCESS  86
101011100  244  231  242  252  224  228  263  233  5.863023 0.662572 SUCCESS  87
101100000  259  265  259  257  240  239  268  261  8.228144 0.411508 SUCCESS  88
101100100  232  256  236  264  224  240  237  245  5.179860 0.738191 SUCCESS  89
101101000  232  251  204  248  265  237  221  254 12.447868 0.132312 SUCCESS  90
101101100  228  261  245  239  228  228  272  243  7.923104 0.441017 SUCCESS  91
101110000  236  223  269  236  225  229  234  232  8.647574 0.372892 SUCCESS  92
101110100  250  235  235  231  252  222  236  229  5.167150 0.739571 SUCCESS  93
101111000  275  274  287  234  264  245  248  256 18.380266 0.018549 SUCCESS  94
101111100  255  257  246  246  251  266  269  248  6.145820 0.630902 SUCCESS  95
110000000  249  263  253  236  250  220  236  260  6.182891 0.626754 SUCCESS  96
110000010  262  225  261  243  228  258  234  245  6.469926 0.594745 SUCCESS  97
110000100  234  230  245  240  261  254  234  224  5.124783 0.744160 SUCCESS  98
110001000  242  234  242  236  243  246  259  247  1.744979 0.987857 SUCCESS  99
110001010  231  264  258  242  236  273  250  233  7.720803 0.461207 SUCCESS 100
110010000  234  212  247  246  250  250  223  290 15.955831 0.043017 SUCCESS 101
110010010  235  244  243  276  245  239  230  255  6.123578 0.633391 SUCCESS 102
110010100  239  222  239  242  255  259  278  249  8.716420 0.366780 SUCCESS 103
110011000  271  229  228  231  243  235  247  224  7.969707 0.436435 SUCCESS 104
110011010  255  250  249  241  241  225  221  266  6.673286 0.572257 SUCCESS 105
110100000  252  253  233  254  254  237  258  259  3.915213 0.864691 SUCCESS 106
110100010  225  267  206  262  255  241  231  231 13.280374 0.102560 SUCCESS 107
110100100  218  250  254  228  241  240  232  270  8.125405 0.421317 SUCCESS 108
110101000  227  226  236  233  251  256  238  236  4.674637 0.791718 SUCCESS 109
110101010  263  250  237  248  257  219  248  240  5.446770 0.708930 SUCCESS 110
110101100  235  251  241  237  254  237  255  260  3.006447 0.933952 SUCCESS 111
110110000  241  259  252  255  239  239  259  252  3.165323 0.923558 SUCCESS 112
110110010  229  254  227  264  224  232  269  228 10.360249 0.240646 SUCCESS 113
110110100  221  254  218  252  243  243  240  240  5.988004 0.648576 SUCCESS 114
110111000  230  230  265  233  250  229  237  243  5.396989 0.714424 SUCCESS 115
110111010  268  254  232  243  238  264  253  254  6.035667 0.643237 SUCCESS 116
110111100  268  249  264  250  263  243  250  291 15.305503 0.053470 SUCCESS 117
111000000  234  251  260  259  246  243  228  269  6.383074 0.604404 SUCCESS 118
111000010  223  230  255  233  241  270  232  214 11.106962 0.195712 SUCCESS 119
111000100  244  234  252  230  252  261  278  240  7.945346 0.438827 SUCCESS 120
111000110  249  244  242  240  259  237  217  234  4.896003 0.768632 SUCCESS 121
111001000  247  227  267  251  232  255  236  254  5.511379 0.701779 SUCCESS 122
111001010  232  279  232  254  255  256  268  242 10.344361 0.241683 SUCCESS 123
111001100  247  239  220  204  233  237  268  253 12.921316 0.114586 SUCCESS 124
111010000  242  252  247  267  261  238  227  230  5.986945 0.648694 SUCCESS 125
111010010  220  239  238  256  236  267  248  231  6.623505 0.577743 SUCCESS 126
111010100  255  241  243  228  230  259  235  225  5.334498 0.721299 SUCCESS 127
111010110  238  245  241  227  239  234  240  252  2.326462 0.969333 SUCCESS 128
111011000  237  246  269  263  242  236  231  242  5.408640 0.713140 SUCCESS 129
111011010  203  258  238  248  244  221  234  240 10.975625 0.203084 SUCCESS 130
111011100  230  239  255  229  227  216  241  270  9.898452 0.272226 SUCCESS 131
111100000  232  259  248  243  262  257  239  257  4.498815 0.809552 SUCCESS 132
111100010  264  247  263  234  247  263  271  221 10.522301 0.230262 SUCCESS 133
111100100  238  231  246  264  243  241  250  254  3.183328 0.922331 SUCCESS 134
111100110  232  217  253  229  230  202  257  255 14.609629 0.067195 SUCCESS 135
111101000  247  243  235  248  239  234  244  239  1.113715 0.997423 SUCCESS 136
111101010  258  229  248  242  236  224  230  219  7.382928 0.495936 SUCCESS 137
111101100  255  271  248  245  238  255  242  238  4.465981 0.812827 SUCCESS 138
111101110  228  235  263  224  236  219  240  253  8.039612 0.429610 SUCCESS 139
111110000  220  263  241  251  243  247  258  226  6.464630 0.595334 SUCCESS 140
111110010  235  267  254  248  248  255  270  233  6.971971 0.539660 SUCCESS 141
111110100  255  252  265  256  230  238  281  242  9.991658 0.265612 SUCCESS 142
111110110  223  262  236  229  240  272  237  243  8.077742 0.425913 SUCCESS 143
111111000  247  264  267  245  232  266  251  230  7.624419 0.470990 SUCCESS 144
111111010  265  211  256  257  250  246  240  224  9.743813 0.283469 SUCCESS 145
111111100  241  260  269  246  240  276  243  233  8.651811 0.372514 SUCCESS 146
111111110  242  251  250  258  247  270  223  231  6.673286 0.572257 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  247  236  252  229  267  223  248  259  6.655280 0.574240 SUCCESS   0
000000011  238  234  245  240  253  218  252  246  4.171532 0.841325 SUCCESS   1
000000101  249  228  250  249  240  254  234  238  2.527704 0.960427 SUCCESS   2
000000111  242  236  255  255  250  204  228  251  9.570110 0.296503 SUCCESS   3
000001001  254  232  246  247  252  222  237  236  3.917332 0.864504 SUCCESS   4
000001011  251  243  244  244  244  226  229  233  3.091181 0.928506 SUCCESS   5
000001101  252  240  253  218  233  247  254  239  4.643921 0.794868 SUCCESS   6
000001111  228  275  239  242  264  217  229  241 11.072009 0.197652 SUCCESS   7
000010001  254  210  252  252  264  272  223  225 14.278110 0.074798 SUCCESS   8
000010011  250  230  241  252  245  235  228  218  5.644834 0.686946 SUCCESS   9
000010101  244  237  242  254  267  264  241  257  5.281540 0.727104 SUCCESS  10
000010111  257  251  241  216  247  242  260  238  5.575988 0.694607 SUCCESS  11
000011001  243  254  240  276  230  236  254  233  6.857581 0.552074 SUCCESS  12
000011011  252  228  244  250  225  236  218  249  6.332234 0.610070 SUCCESS  13
000011101  260  255  236  244  228  249  220  236  5.796295 0.670038 SUCCESS  14
000011111  221  284  230  244  243  240  237  246 10.154770 0.254331 SUCCESS  15
000100011  249  208  268  239  250  251  235  235  9.207874 0.325065 SUCCESS  16
000100101  257  226  250  266  203  261  258  260 14.522778 0.069117 SUCCESS  17
000100111  226  238  229  270  239  236  234  238  6.340707 0.609125 SUCCESS  18
000101001  231  228  266  238  247  235  228  244  5.507142 0.702249 SUCCESS  19
000101011  254  234  227  249  276  274  240  268 12.763500 0.120250 SUCCESS  20
000101101  232  235  253  241  232  228  241  234  3.550860 0.895207 SUCCESS  21
000101111  238  258  227  233  241  245  237  227  4.243555 0.834508 SUCCESS  22
000110011  234  242  225  260  266  238  241  246  5.313315 0.723624 SUCCESS  23
000110101  252  236  244  246  249  266  275  246  6.738954 0.565042 SUCCESS  24
000110111  235  227  248  234  239  251  240  255  2.977850 0.935740 SUCCESS  25
000111001  267  214  224  217  262  241  222  263 15.873216 0.044231 SUCCESS  26
000111011  251  248  233  241  225  270  240  231  6.017661 0.645253 SUCCESS  27
000111101  239  261  239  278  269  244  256  242  9.528802 0.299666 SUCCESS  28
000111111  216  263  236  260  274  243  236  241 10.315764 0.243559 SUCCESS  29
001000011  272  242  226  276  231  273  240  245 13.344983 0.100518 SUCCESS  30
001000101  266  229  295  243  248  274  223  252 19.965840 0.010466 SUCCESS  31
001000111  263  231  245  227  274  251  255  232  8.590379 0.378019 SUCCESS  32
001001011  238  247  248  252  208  258  256  241  7.503673 0.483388 SUCCESS  33
001001101  257  243  232  274  229  243  249  223  8.077742 0.425913 SUCCESS  34
001001111  232  240  221  246  223  218  248  266  9.848671 0.275808 SUCCESS  35
001010011  246  237  241  230  244  235  220  240  4.007361 0.856459 SUCCESS  36
001010101  257  225  266  267  222  273  252  236 12.644873 0.124667 SUCCESS  37
001010111  247  239  237  256  254  269  255  268  6.909480 0.546430 SUCCESS  38
001011011  214  229  247  257  233  222  258  257  9.667553 0.289139 SUCCESS  39
001011101  257  248  257  223  230  236  245  238  4.646039 0.794651 SUCCESS  40
001011111  239  256  222  199  234  271  270  267 19.957367 0.010499 SUCCESS  41
001100101  240  241  252  250  232  275  240  218  8.147647 0.419182 SUCCESS  42
001100111  247  249  223  243  272  220  232  242  8.431504 0.392493 SUCCESS  43
001101011  245  249  228  227  237  238  254  227  4.477631 0.811667 SUCCESS  44
001101101  282  228  246  240  235  224  229  240 10.376136 0.239612 SUCCESS  45
001101111  252  250  243  224  247  239  250  260  3.490487 0.899927 SUCCESS  46
001110101  232  293  246  257  268  231  234  269 17.661091 0.023916 SUCCESS  47
001110111  237  236  253  266  246  279  226  265 11.261600 0.187313 SUCCESS  48
001111011  227  236  232  273  249  232  248  243  6.469926 0.594745 SUCCESS  49
001111101  221  247  275  228  263  234  237  268 12.014669 0.150551 SUCCESS  50
001111111  242  257  235  271  302  225  253  235 20.561093 0.008409 FAILURE  51
010000011  254  249  260  226  240  267  240  233  5.858786 0.663046 SUCCESS  52
010000111  264  257  259  262  230  262  234  250  7.446478 0.489314 SUCCESS  53
010001011  253  230  265  227  223  222  248  252  8.558604 0.380887 SUCCESS  54
010001111  245  247  237  229  256  265  274  227  8.689941 0.369123 SUCCESS  55
010010011  237  240  248  246  225  236  242  259  3.151553 0.924490 SUCCESS  56
